259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
157,81,173,97
157,81,173,97
157,82,173,98
158,82,174,98
158,83,174,99
157,83,173,99
157,84,173,100
157,84,173,100
157,85,173,101
157,85,173,101
157,86,173,102
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
152,87,168,103
151,86,167,102
151,85,167,101
151,85,167,101
150,84,166,100
150,84,166,100
150,83,166,99
150,83,166,99
150,83,166,99
150,83,166,99
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
168,45,184,61
259,166,275,182
168,45,184,61
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
140,119,156,135
140,118,156,134
140,118,156,134
140,117,156,133
140,116,156,132
140,116,156,132
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
141,115,157,131
142,114,158,130
144,114,160,130
148,114,164,130
148,114,164,130
150,114,166,130
153,113,169,129
156,113,172,129
159,112,175,128
162,112,178,128
166,111,182,127
259,166,275,182
224,202,240,218
259,166,275,182
259,166,275,182
234,202,250,218
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
259,166,275,182
258,166,274,182
258,166,274,182
258,166,274,182
259,166,275,182
260,166,276,182
261,166,277,182
262,166,278,182
263,166,279,182
264,166,280,182
264,166,280,182
266,166,282,182
266,166,282,182
268,166,284,182
268,166,284,182
269,166,285,182
269,166,285,182
269,166,285,182
171,90,187,106
171,90,187,106
170,90,186,106
170,89,186,105
170,89,186,105
171,88,187,104
171,88,187,104
173,88,189,104
44,170,60,186
177,87,193,103
179,86,195,102
182,85,198,101
185,85,201,101
190,83,206,99
190,83,206,99
193,83,209,99
196,83,212,99
199,83,215,99
44,170,60,186
44,170,60,186
44,170,60,186
44,170,60,186
44,170,60,186
44,170,60,186
44,170,60,186
44,170,60,186
44,170,60,186
44,170,60,186
198,96,214,112
199,93,215,109
200,89,216,105
200,84,216,100
44,170,60,186
44,170,60,186
44,170,60,186
44,170,60,186
248,78,264,94
249,77,265,93
250,76,266,92
44,170,60,186
44,170,60,186
44,170,60,186
44,170,60,186
44,170,60,186
44,170,60,186
44,170,60,186
44,170,60,186
44,170,60,186
44,170,60,186
44,170,60,186
44,170,60,186
44,170,60,186
44,170,60,186
44,170,60,186
44,170,60,186
44,170,60,186
44,170,60,186
205,114,221,130
204,114,220,130
200,87,216,103
199,87,215,103
198,88,214,104
197,88,213,104
44,170,60,186
44,170,60,186
44,170,60,186
269,166,285,182
269,166,285,182
268,166,284,182
267,166,283,182
266,166,282,182
265,166,281,182
264,166,280,182
263,166,279,182
263,166,279,182
262,166,278,182
262,166,278,182
262,166,278,182
261,166,277,182
261,166,277,182
261,166,277,182
261,166,277,182
261,166,277,182
261,166,277,182
261,166,277,182
261,166,277,182
261,166,277,182
261,166,277,182
261,166,277,182
262,166,278,182
262,166,278,182
262,166,278,182
262,166,278,182
263,166,279,182
263,166,279,182
264,166,280,182
264,166,280,182
265,166,281,182
265,166,281,182
266,166,282,182
